x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,bias
-0.29568005,-0.29568005,-0.29568005,-0.29568005,-0.29568005,-1.2,1.0,1.0,1.0,-0.29568005,-1.2,1.0,1.0,1.0,-0.29568005,-0.29568005,1.90432,1.90432,1.90432,-0.29568005,1.8096004,1.0,1.0,1.0,-3.3052804,1.8096004,1.0,1.0,1.0,-3.3052804,-0.29568005,-0.29568005,-0.29568005,-0.29568005,-0.29568005,-0.29568005
