x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,bias
0.005982697,0.005982697,0.005982697,0.005982697,-1.2356174,2.1334229,1.0,1.0,1.0,-0.786301,2.1334229,1.0,1.0,1.0,-0.786301,0.005982697,-1.5767566,-1.5767566,-1.5767566,-1.2356174,0.2895186,1.0,1.0,1.0,0.89182276,0.2895186,1.0,1.0,1.0,0.89182276,0.005982697,0.005982697,0.005982697,0.005982697,-1.2356174,-1.2356174
