x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,bias
-0.82887816,0.52312195,0.52312195,0.52312195,-0.82887816,-2.552,1.0,1.0,1.0,-0.82887816,-2.552,1.0,1.0,1.0,-0.82887816,-0.82887816,1.371122,1.371122,1.371122,-0.82887816,-1.7950156,1.0,1.0,1.0,-0.23386256,-1.7950156,1.0,1.0,1.0,-0.23386256,0.52312195,0.52312195,0.52312195,0.52312195,-0.82887816,-0.82887816
