x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,bias
-2.533579,0.80079937,0.80079937,0.80079937,-2.533579,3.7803843,1.0,1.0,1.0,2.0318718,3.7803843,1.0,1.0,1.0,2.0318718,-2.533579,1.1984215,1.1984215,1.1984215,-2.533579,-3.6617928,1.0,1.0,1.0,-1.6037865,-3.6617928,1.0,1.0,1.0,-1.6037865,0.80079937,0.80079937,0.80079937,0.80079937,-2.533579,-2.533579
