x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,bias
-5.994394,-2.7844524,-2.7844524,-2.7844524,-5.994394,2.3896446,1.0,1.0,1.0,2.607168,2.3896446,1.0,1.0,1.0,2.607168,-5.994394,4.9128704,4.9128704,4.9128704,-5.994394,13.08028,1.0,1.0,1.0,2.3896446,13.08028,1.0,1.0,1.0,2.3896446,-2.7844524,-2.7844524,-2.7844524,-2.7844524,-5.994394,-5.994394
